hotel_id;hotel_url
1;https://www.pension-linder.at
2;https://landhotel-sonneneck.de/
3;http://www.kurfuerst-hotel.de/
4;http://www.comfort-garni.de/hotel.html
5;http://daskronprinz.de/
6;http://www.hotel-freden.de
7;www.klus.de
8;http://www.rappensberger-hotel.de
9;www.talblick.de
10;https://www.hotel-am-kirchplatz.com/
11;http://www.goldentulip-parkhotel-neu-ulm.com
12;http://www.hotel-rothfuss.de
13;https://plazahotels.de/hotel-chemnitz/
14;https://www.topcamp.at/
